,OWNER,SEGMENT_NAME,SIZE_GB
146,ESBBWPI1,NJAMS_T_CONFIGURATION,6.103515625e-05
147,ESBBWPI1,NJAMS_T_ROLE_MEMBERS,6.103515625e-05
148,ESBBWPI1,SYS_IL0000210220C00007$$,6.103515625e-05
149,ESBBWPI1,NJAMS_T_TASKS,6.103515625e-05
150,ESBBWPI1,NJAMS_T_MONITOR_TRACKS,0.0517578125
151,ESBBWPI1,NJAMS_T_Q_LOCKS,6.103515625e-05
152,ESBBWPI1,UINDEX_MONITOR_BS,0.0001220703125
153,ESBBWPI1,INDEX_MONITOR_EVENTS_2,0.0087890625
154,ESBBWPI1,UINDEX_MONITOR_EVENTS,0.0263671875
155,ESBBWPI1,INDEX_ROLES,6.103515625e-05
156,ESBBWPI1,INDEX_PRIVILEGES,0.0001220703125
157,ESBBWPI1,NJAMS_Q_I_T_NFT_ST,6.103515625e-05
158,ESBBWPI1,NJAMS_Q_I_FT_TG,6.103515625e-05
159,ESBBWPR1,SYS_LOB0000314217C00004$$,0.32830810546875
160,ESBBWPR1,NJAMS_T_MONITOR_ATTRIBUTES,1.1875
161,ESBBWPR1,NJAMS_T_LAST_ACTIVITY_INFO_PK,0.00018310546875
162,ESBBWPR1,NJAMS_T_TASKS_MAINENTRIES,6.103515625e-05
163,ESBBWPR1,SYS_IL0000314248C00005$$,6.103515625e-05
164,ESBBWPR1,NJAMS_T_MONITOR_TRACKS,1.8125
165,ESBBWPR1,UINDEX_MONITOR_EVENTS,0.3828125
166,ESBBWPR1,INDEX_MONITOR_BWTRACE_2,0.0001220703125
167,ESBBWPR1,INDEX_MONITOR_MAIN_1,0.0859375
168,ESBBWPR1,INDEX_DOMAIN_OBJECTS_4,0.00018310546875
169,ESBBWPR1,INDEX_TASKS_MAIN_2,6.103515625e-05
170,ESBBWPR1,UINDEX_TRACK_TEMPLATES,0.15625
171,ESBBWPR1,NJAMS_Q_I_T_NEXT_FIRE_TIME,6.103515625e-05
172,ESBBWPI1,NJAMS_T_DP_STATISTIC_PK,0.001953125
173,ESBBWPI1,NJAMS_T_DP_CONNECTION_PK,6.103515625e-05
174,ESBBWPI1,SYS_LOB0000210265C00016$$,0.0001220703125
175,ESBBWPI1,SYS_IL0000210193C00004$$,6.103515625e-05
176,ESBBWPI1,NJAMS_T_MONITOR_ATTRIBUTES,0.05078125
177,ESBBWPI1,NJAMS_T_TASKS_MAINENTRIES,6.103515625e-05
178,ESBBWPI1,NJAMS_T_Q_FIRED_TRIGGERS,6.103515625e-05
179,ESBBWPI1,INDEX_MONITOR_EVENTS_3,0.009765625
180,ESBBWPI1,INDEX_DOMAIN_OBJECTS_2,0.000244140625
181,ESBBWPI1,INDEX_TASKS_MAIN_1,6.103515625e-05
182,ESBBWPI1,INDEX_TRACKS,0.0478515625
183,ESBBWPI1,INDEX_TRACKS_1,0.0087890625
184,ESBBWPI1,UINDEX_TRACK_TEMPLATES,0.0078125
185,ESBBWPI1,UINDEX_IMAGES,6.103515625e-05
186,ESBBWPI1,NJAMS_Q_I_T_N_STATE,6.103515625e-05
187,ESBBWPI1,NJAMS_Q_I_FT_J_G,6.103515625e-05
188,ESBBWPR1,NJAMS_T_STATISTICS,0.0068359375
189,ESBBWPR1,NJAMS_T_MONITOR_MAIN_LOG,0.0003662109375
190,ESBBWPR1,SYS_LOB0000314212C00003$$,0.02362060546875
191,ESBBWPR1,SYS_LOB0000314229C00006$$,0.00799560546875
192,ESBBWPR1,SYS_LOB0000314233C00008$$,3.57342529296875
193,ESBBWPR1,SYS_LOB0000314233C00007$$,53.32635498046875
194,ESBBWPR1,NJAMS_T_TASKS,6.103515625e-05
195,ESBBWPR1,NJAMS_T_RULES,6.103515625e-05
196,ESBBWPR1,SYS_LOB0000314248C00005$$,0.0001220703125
197,ESBBWPR1,SYS_LOB0000314274C00010$$,0.0001220703125
198,ESBBWPR1,NJAMS_T_Q_FIRED_TRIGGERS,6.103515625e-05
199,ESBBWPR1,INDEX_PRIVILEGES,0.0003662109375
200,ESBBWPR1,INDEX_DOMAIN_OBJECT_HISTORY,0.0029296875
201,ESBBWPR1,INDEX_TASKS_1,6.103515625e-05
202,ESBBWPR1,INDEX_TRACKS_2,0.7744140625
203,ESBBWPR1,INDEX_TRACK_TEMPLATES_2,0.0703125
204,ESBBWPR1,NJAMS_Q_I_J_GRP,6.103515625e-05
205,ESBBWPR1,NJAMS_Q_I_T_C,6.103515625e-05
206,ESBBWPR1,NJAMS_Q_I_T_STATE,6.103515625e-05
207,ESBBWPR1,NJAMS_Q_I_T_N_G_STATE,6.103515625e-05
208,ESBBWPI1,SYS_LOB0000210261C00010$$,0.0001220703125
209,ESBBWPI1,NJAMS_T_Q_SIMPROP_TRIGGERS,6.103515625e-05
210,ESBBWPI1,NJAMS_T_MONITOR_MAIN_LOG,0.00018310546875
211,ESBBWPI1,SYS_LOB0000210204C00004$$,0.01580810546875
212,ESBBWPI1,NJAMS_T_ROLES,6.103515625e-05
213,ESBBWPI1,SYS_IL0000210220C00008$$,6.103515625e-05
214,ESBBWPI1,NJAMS_T_DOMAIN_OBJECTS,0.00042724609375
215,ESBBWPI1,NJAMS_T_Q_SCHEDULER_STATE,6.103515625e-05
216,ESBBWPI1,UINDEX_USERS,6.103515625e-05
217,ESBBWPI1,NJAMS_Q_I_J_GRP,6.103515625e-05
218,ESBBWPI1,NJAMS_Q_I_T_NEXT_FIRE_TIME,6.103515625e-05
219,ESBBWPR1,NJAMS_T_ACTIVITY_STATISTICS,0.04296875
220,ESBBWPR1,SYS_LOB0000314206C00003$$,0.25799560546875
221,ESBBWPR1,SYS_IL0000314217C00004$$,6.103515625e-05
