,SNAP_TIME,SERVICE_NAME,STAT_NAME,VALUE,DELTAT_SEC,RATE_VALUE
419,20200924010044,SO_NTO_T1,workarea executions - onepass,0,3561.882,0.0
420,20200924010044,SYS$BACKGROUND,workarea executions - onepass,0,3561.882,0.0
421,20200924010044,SYS$USERS,workarea executions - onepass,8,3561.882,0.0
422,20200924010044,seeddata,workarea executions - onepass,0,3561.882,0.0
423,20200924010044,seeddataXDB,workarea executions - onepass,0,3561.882,0.0
424,20200924010044,IONTOT1,db block changes,180285195,3561.882,4936.36
425,20200924010044,NTOT01,db block changes,0,3561.882,0.0
426,20200924010044,SO_NTO_P0,db block changes,0,3561.882,0.0
427,20200924010044,SO_NTO_T1,db block changes,530,3561.882,0.0
428,20200924010044,SYS$BACKGROUND,db block changes,2064208,3561.882,60.84
429,20200924010044,SYS$USERS,db block changes,432347,3561.882,21.0
430,20200924010044,seeddata,db block changes,0,3561.882,0.0
431,20200924010044,seeddataXDB,db block changes,0,3561.882,0.0
432,20200924010044,IONTOT1,application wait time,87757636,3561.882,1534.28
433,20200924010044,NTOT01,application wait time,0,3561.882,0.0
434,20200924010044,SO_NTO_P0,application wait time,0,3561.882,0.0
435,20200924010044,SO_NTO_T1,application wait time,0,3561.882,0.0
436,20200924010044,SYS$BACKGROUND,application wait time,79612,3561.882,0.0
437,20200924010044,SYS$USERS,application wait time,333984,3561.882,25.04
438,20200924010044,seeddata,application wait time,0,3561.882,0.0
